Elke Sommer,26.0
Doris Day,34.0
Dolly Parton,56.0
Debra Paget,30.0
Dean Martin,37.0
Catherine Deneuve,29.0
Brandi Brandt,37.0
Blake Shelton,37.0
Annette Funicello,29.0
Alan Jackson,47.0
Agnetha Fältskog,30.0
Kim Novak,29.0
Angie Dickinson,27.0
Victoria Principal,31.0
Tom Jones,50.0
Stevie Nicks,48.0
Sophie Marceau,36.0
Seka,26.0
Rod Stewart,51.0
Pattie Boyd,23.0
Mick Jagger,56.0
Merle Haggard,64.0
Lynda Carter,44.0
Linda Evans,34.0
Kurt Cobain,30.0
Kris Jenner,43.0
Kenny Rogers,63.0
John Lennon,47.0
Jenna Haze,26.0
Janine Lindemulder,33.0
Jane Russell,33.0
James Dean,35.0
Hedy Lamarr,31.0
Grace Kelly,33.0
George Michael,39.0
George Jones,59.0
Dita Von Teese,29.0
Dana Delany,40.0
Criss Angel,32.0
Bryan Adams,54.0
Bo Derek,36.0
Billy Idol,31.0
Barbara Eden,35.0
Ava Gardner,33.0
Anita Ekberg,30.0
Adrienne Barbeau,32.0
Thalía,24.0
Kaká,25.0
JoJo,28.0
Alizée,22.0
Willa Holland,29.0
Victoria Silvstedt,33.0
Tyler Hoechlin,33.0
Travis Fimmel,38.0
Tim McGraw,39.0
Teresa Palmer,28.0
Stacy Keibler,30.0
Skandar Keynes,26.0
Shania Twain,34.0
Sean Faris,32.0
Sasha Alexander,35.0
Ryan Seacrest,38.0
Reba McEntire,33.0
Poppy Montgomery,32.0
Penn Badgley,30.0
Pauley Perrette,28.0
Patricia Heaton,41.0
Paget Brewster,35.0
Missy Peregrym,33.0
Miranda Lambert,33.0
Michelle Marsh,28.0
Michael Bublé,32.0
Matt Bomer,30.0
Marisa Miller,30.0
Logan Lerman,23.0
Lena Headey,35.0
LeAnn Rimes,37.0
Kristin Cavallari,29.0
Kendra Wilkinson,29.0
Kelly Ripa,37.0
Kelly Monaco,38.0
Kelly Clarkson,30.0
Kellan Lutz,30.0
Keeley Hazell,28.0
Katherine Moennig,23.0
Kate Mara,31.0
Josh Radnor,37.0
Jodie Marsh,35.0
Joanna Krupa,30.0
Jill Wagner,35.0
Jennifer Morrison,27.0
Jenna Dewan,32.0
Jason Segel,39.0
Jason Mraz,42.0
James Lafferty,31.0
Holly Madison,33.0
Gwen Stefani,30.0
Georgie Henley,20.0
Gemma Atkinson,30.0
Garth Brooks,39.0
Garrett Hedlund,27.0
Frank Sinatra,33.0
Fernando Torres,34.0
Faith Hill,34.0
Evan Peters,27.0
Erin Andrews,35.0
Eric Clapton,47.0
Emmanuelle Chriqui,29.0
Emily VanCamp,27.0
Emily Procter,41.0
Emily Browning,27.0
Emily Blunt,27.0
Elisabetta Canalis,34.0
Drake Bell,33.0
Delta Goodrem,32.0
